=== NPC Trace: chicken_60 ===
Abilities: [1, 1, 1, 3]
Simulation: M=64, N_coop=4, k=4, T=256
============================================================

Tourn Step |              Pre-Location -> Post-Location             | Action                             | W/L   | share_obs              | transfer     | extend_own
T 153 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 2 |                        |              | 
T 153 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 3 |                        |              | 
T 153 step 10 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 0/L 3 |                        |              | 
T 153 step 11 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 3 |                        |              | 
T 153 step 12 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 3 |                        |              | 
T 153 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 3 |                        |              | 
T 153 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 3 |                        |              | 
T 153 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 3 |                        |              | 
T 153 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 3 |                        |              | 
T 153 step 17 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 3 |                        |              | 
T 154 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop2 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 154 closed | sack: 1 (+0) ---

T 154 step  2 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 0/L 2 |                        |              | 
T 154 step  3 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T 154 step  4 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 3 |                        |              | 
T 154 step  5 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 2/L 3 |                        |              | 
T 154 step  6 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 2/L 4 |                        |              | 
T 154 step  7 |           BattleZone@coop2 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 2/L 4 |                        |              | 
T 154 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 0 |                        |              | 
T 154 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 0 |                        |              | 
T 154 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 1 |                        |              | 
T 154 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 2 |                        |              | 
T 154 step 12 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 2/L 2 |                        |              | 
T 154 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 2 |                        |              | 
T 154 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 2 |                        |              | 
T 154 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 2 |                        |              | 
T 154 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 2 |                        |              | 
T 154 step 17 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 2 |                        |              | 
T 155 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop3 | a_move->coop3                      | W 1/L 0 |                        |              | 
  --- Tournament 155 closed | sack: 1 (+0) ---

T 155 step  2 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T 155 step  3 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 1 |                        |              | 
T 155 step  4 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 1 |                        |              | 
T 155 step  5 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 2 |                        |              | 
T 155 step  6 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 2 |                        |              | 
T 155 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 2 |                        |              | 
T 155 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 3 |                        |              | 
T 155 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 4 |                        |              | 
T 155 step 10 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 5/L 4 |                        |              | 
T 155 step 11 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 4 |                        |              | 
T 155 step 12 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 4 |                        |              | 
T 155 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 4 |                        |              | 
T 155 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 4 |                        |              | 
T 155 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 4 |                        |              | 
T 155 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 4 |                        |              | 
T 156 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop2 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 156 closed | sack: 1 (+0) ---

T 156 step  2 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T 156 step  3 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T 156 step  4 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 3 |                        |              | 
T 156 step  5 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 2/L 3 |                        |              | 
T 156 step  6 |           BattleZone@coop2 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 2/L 3 |                        |              | 
T 156 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T 156 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 2 |                        |              | 
T 156 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 2 |                        |              | 
T 156 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 2 |                        |              | 
T 156 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 3 |                        |              | 
T 156 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 4 |                        |              | 
T 156 step 13 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 2/L 4 |                        |              | 
T 156 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 4 |                        |              | 
T 156 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 4 |                        |              | 
T 156 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 4 |                        |              | 
T 156 step 17 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 2/L 4 |                        |              | 
T 157 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop1 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 157 closed | sack: 1 (+0) ---

T 157 step  2 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T 157 step  3 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 2/L 1 |                        |              | 
T 157 step  4 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 2/L 2 |                        |              | 
T 157 step  5 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 2/L 3 |                        |              | 
T 157 step  6 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 3/L 3 |                        |              | 
T 157 step  7 |           BattleZone@coop1 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 3/L 3 |                        |              | 
